CumOil12Month,rowID,Operator,CompletionDate,Reservoir,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM
43244.9688,4669,LPI,4/18/2012,WOLFCAMP A,3693.0000,,41.0000,2000.0000,485.8080,81.8870,500.0000,4680.7350,,16932.3080,0.0560,2459.5075,0.5250,0.0150,2.5201,0.2060,0.2490,0.8360,2.1684
87567.0000,4670,LPI,9/4/2013,WOLFCAMP B,7498.0000,1333.0000,33.0000,1035.6250,526.7660,282.5470,320.1370,4973.8510,468.0730,11369.4060,0.0530,3018.1282,0.6550,0.0070,2.5122,0.1850,0.2600,0.8450,3.4344
87052.0000,4671,LPI,11/3/2018,WOLFCAMP B,9181.0000,1823.0000,55.0000,894.9000,712.0580,31.9100,32.2870,4884.9690,511.3250,10107.5940,0.0690,1935.3570,0.7800,0.0130,2.2906,0.2280,0.1450,0.8470,4.7878
130387.0000,4672,LPI,1/24/2016,WOLFCAMP B,10030.0000,1835.0000,56.0000,856.1500,856.1500,10.2440,10.2440,5275.6980,426.5830,14899.8870,0.0590,3502.9133,0.6710,0.0140,2.7975,0.1670,0.2920,0.9150,5.2185
121731.0000,4673,LPI,2/3/2016,WOLFCAMP B,10030.0000,1839.0000,55.0000,856.4020,856.4020,28.3250,28.3250,5247.3730,424.0560,13953.8320,0.0570,3305.8493,0.6580,0.0140,2.8718,0.1750,0.2740,0.9140,5.2170
114267.0000,4674,LPI,2/15/2016,WOLFCAMP A,9938.0000,1383.0000,53.0000,920.0430,920.0430,12.2610,12.2610,5199.2680,,15923.3080,0.0640,3315.7678,0.6380,0.0140,2.9852,0.1940,0.2410,0.9130,4.6331
91296.0000,4675,LPI,8/22/2017,WOLFCAMP A,7577.0000,2420.0000,71.0000,1245.8170,1062.4020,13.2620,20.1310,5116.0910,,16521.7910,0.0480,2833.2127,0.4370,0.0080,2.6416,0.2010,0.2710,0.9090,4.8276
74749.0000,4676,LPI,2/2/2013,WOLFCAMP A,7208.0000,,37.0000,2000.0000,1369.9450,500.0000,500.0000,5095.9600,,18477.0780,0.0530,3232.9788,0.4570,0.0100,2.7527,0.2050,0.2570,0.9070,3.3267
119416.0000,4677,LPI,5/27/2016,WOLFCAMP B,7371.0000,1822.0000,56.0000,983.6230,1238.3450,500.0000,38.7290,5226.3950,410.1400,12875.8360,0.0580,3045.9546,0.6670,0.0130,2.9378,0.1870,0.2470,0.9050,4.0899
98670.0000,4678,LPI,5/27/2016,WOLFCAMP A,7438.0000,1809.0000,56.0000,983.7330,983.7330,38.7290,38.7290,5187.6670,,15371.7660,0.0570,3079.4022,0.5870,0.0150,2.9189,0.1970,0.2400,0.9030,4.0991
108552.0000,4679,LPI,7/22/2016,WOLFCAMP B,7538.0000,,71.0000,2000.0000,541.9880,341.0280,500.0000,5389.0720,418.5780,11625.3640,0.0620,3071.5122,0.7250,0.0080,2.5528,0.1710,0.2910,0.9160,4.7463
60776.0273,4680,LPI,9/7/2017,WOLFCAMP A,8025.0000,1711.0000,55.0000,994.8890,525.0230,268.9460,182.5710,5048.0440,,24892.0930,0.0600,3066.5561,0.3740,0.0080,2.7444,0.2310,0.1770,0.9150,4.2205
94792.0000,4681,LPI,9/7/2017,WOLFCAMP A,7575.0000,1811.0000,58.0000,982.2290,718.9520,179.4560,153.1060,5244.9080,,18040.2170,0.0600,3346.1410,0.5490,0.0080,2.7182,0.2100,0.2670,0.9150,4.1820
82503.3047,4682,LPI,11/25/2014,WOLFCAMP B,7315.0000,,,36.7500,36.7500,311.1700,311.1700,5406.9560,417.1270,8295.4000,0.0610,2823.2719,0.7970,0.0080,2.6084,0.1740,0.2680,0.9130,3.2391
52270.6953,4683,LPI,11/27/2014,WOLFCAMP A,7126.0000,,,36.9330,496.5300,302.0020,383.0260,5023.9300,,22434.9690,0.0580,3216.1268,0.4030,0.0080,2.6812,0.2320,0.1690,0.9130,3.0565
82041.8438,4684,LPI,12/12/2014,WOLFCAMP C,6952.0000,1115.0000,35.0000,2000.0000,2000.0000,500.0000,500.0000,6049.0640,,17226.5340,0.0680,4154.3963,0.7340,,2.2787,0.2160,0.2170,0.9120,3.2625
48249.4609,4685,LPI,12/16/2014,WOLFCAMP B,7147.0000,1125.0000,34.0000,636.5180,323.7210,216.8920,94.9530,5434.6170,417.0910,11204.0290,0.0580,2954.8306,0.7180,0.0080,2.6592,0.1820,0.2480,0.9120,3.2202
34550.1875,4686,LPI,12/12/2014,WOLFCAMP A,7187.0000,1115.0000,4.0000,685.2030,312.2020,205.3440,18.1140,5095.7860,,17036.7750,0.0530,3259.6641,0.5140,0.0070,2.9060,0.2170,0.2250,0.9120,2.8589
75201.0000,4687,LPI,8/22/2017,WOLFCAMP A,7438.0000,2378.0000,70.0000,878.7990,1059.0160,25.6030,6.3930,5122.4850,,17019.1280,0.0480,2753.5502,0.4110,0.0080,2.6463,0.2010,0.2690,0.9100,4.7163
83408.0000,4688,LPI,1/15/2013,WOLFCAMP A,7473.0000,,35.0000,2000.0000,929.5780,319.3500,500.0000,5100.6050,,19138.5010,0.0530,3237.1640,0.4500,0.0110,2.8474,0.2100,0.2480,0.9200,3.3088
44189.3398,4689,LPI,12/28/2014,WOLFCAMP A,7515.0000,1151.0000,35.0000,560.4070,508.3820,24.9250,7.3210,5093.2840,,18746.9130,0.0530,3316.0091,0.4600,0.0110,2.8587,0.2100,0.2470,0.9190,3.3189
48953.3320,4690,LPI,12/21/2014,WOLFCAMP B,7775.0000,1109.0000,33.0000,16.3920,316.3000,250.6820,353.4450,5489.2580,423.4020,15455.3210,0.0710,3093.6304,0.6960,0.0110,2.7371,0.2080,0.2140,0.9180,3.3982
40265.6680,4691,LPI,12/22/2014,WOLFCAMP A,6700.0000,1287.0000,38.0000,455.5010,236.1580,197.9870,42.5290,5135.8130,,18432.3850,0.0520,3260.5647,0.4540,0.0110,2.6389,0.2020,0.2780,0.9190,3.2063
75683.0000,4692,LPI,1/25/2016,WOLFCAMP B,7305.0000,1785.0000,54.0000,906.1430,906.1430,10.2440,10.2440,5285.9420,421.3200,17613.9680,0.0640,3507.2207,0.6240,0.0130,2.8252,0.1740,0.2750,0.9160,4.0152
36180.4648,4693,LPI,7/17/2012,WOLFCAMP D,6968.0000,,8.0000,688.0090,688.0090,0.6770,0.6770,6600.8440,,13677.3470,0.0730,4240.6908,0.7580,,1.9964,0.2880,0.1640,0.8630,2.3879
35361.7969,4694,LPI,2/15/2013,WOLFCAMP B,4233.0000,,,2000.0000,1017.2810,500.0000,500.0000,5217.9710,468.2160,9199.3630,0.0660,2859.8100,0.8070,0.0090,3.4332,0.2110,0.2600,0.8580,1.9678
67651.5234,4695,LPI,8/11/2017,WOLFCAMP A,5632.0000,1900.0000,58.0000,1178.8250,1039.8620,9.3900,196.8540,4829.4410,,16729.4690,0.0540,3071.1912,0.4900,0.0130,2.5482,0.1980,0.2990,0.8610,3.3595
61074.4922,4696,LPI,1/25/2012,WOLFCAMP A,5972.0000,,41.0000,2000.0000,2000.0000,500.0000,500.0000,4766.2950,,17180.6250,0.0550,2908.0685,0.4870,0.0130,2.5493,0.2020,0.2710,0.8560,2.9656
120655.8828,4697,LPI,10/12/2012,WOLFCAMP A,6923.0000,,32.0000,2000.0000,1309.3720,55.8180,500.0000,4759.7180,,19187.6860,0.0580,2819.4874,0.4190,0.0100,2.5529,0.2030,0.2630,0.8510,3.0069
85906.1875,4698,LPI,3/17/2013,WOLFCAMP A,7203.0000,1127.0000,36.0000,784.2790,1061.2740,46.5540,87.9300,4834.6170,,17570.2400,0.0550,2937.3434,0.4690,0.0170,2.5073,0.1990,0.2920,0.8660,3.1858
55936.6992,4699,LPI,6/6/2013,WOLFCAMP A,6660.0000,,,657.8070,657.8070,4.6390,4.6390,4871.9140,,13758.4170,0.0550,3186.8773,0.5620,0.0120,2.5764,0.2050,0.2690,0.8630,2.9893
74396.8359,4700,LPI,6/6/2013,WOLFCAMP A,7033.0000,,,1222.7020,940.0460,19.0740,33.5090,4876.5530,,13274.8040,0.0550,3216.1307,0.5660,0.0120,2.6052,0.2070,0.2550,0.8610,3.1028
103630.1953,4701,LPI,8/16/2017,WOLFCAMP A,9645.0000,2338.0000,63.0000,640.0730,640.0730,13.6030,13.6030,4843.0430,,15568.2930,0.0540,3070.2518,0.4950,0.0100,2.5486,0.1980,0.2960,0.8570,5.6440
70774.0469,4702,LPI,5/20/2016,WOLFCAMP B,7646.0000,1822.0000,58.0000,2000.0000,2000.0000,500.0000,500.0000,4966.9920,480.0360,8869.0650,0.0510,2686.7369,0.7280,0.0080,2.4646,0.1730,0.2890,0.8510,4.1821
79531.4531,4703,LPI,3/3/2012,WOLFCAMP A,3698.0000,,,2000.0000,737.8440,222.7130,500.0000,4866.6680,,17043.2320,0.0560,2913.5296,0.4530,0.0180,2.5620,0.2020,0.2710,0.8710,2.1143
156442.5000,4704,LPI,7/24/2017,WOLFCAMP B,14932.0000,1773.0000,62.0000,1157.3130,683.3100,214.6330,233.8790,5082.2060,380.2760,9536.3870,0.0510,2947.8130,0.7360,0.0170,2.5722,0.1720,0.2810,0.8760,7.3034
96375.6250,4705,LPI,7/23/2017,WOLFCAMP A,14775.0000,1796.0000,58.0000,1384.4060,284.2570,187.0550,38.4930,4886.8210,,18647.2270,0.0550,2966.5309,0.4130,0.0170,2.5748,0.1960,0.3040,0.8750,7.1565
86930.5313,4706,LPI,7/25/2017,WOLFCAMP B,14932.0000,1812.0000,57.0000,359.6010,367.6270,186.0600,178.7230,5065.5440,380.2760,7130.3450,0.0540,2695.9847,0.8030,0.0170,2.6200,0.1700,0.2770,0.8750,7.2609
61492.7539,4707,LPI,11/18/2013,WOLFCAMP B,7493.0000,1114.0000,32.0000,49.7220,501.8230,246.6200,246.6900,5113.2170,405.7450,9677.5640,0.0670,2649.0208,0.7790,0.0180,2.7638,0.1990,0.2110,0.8690,3.2603
58880.9219,4708,LPI,1/8/2014,WOLFCAMP B,7534.0000,1109.0000,33.0000,40.8820,40.8820,500.0000,243.3850,5081.8280,428.5890,9529.1540,0.0540,2869.0027,0.7390,0.0150,2.5824,0.1880,0.2490,0.8700,3.2651
71861.9219,4709,LPI,6/15/2017,WOLFCAMP A,8317.0000,1786.0000,55.0000,377.2570,377.2570,193.3960,193.3960,4872.1470,,18713.9980,0.0580,2986.1532,0.4550,0.0180,2.5470,0.1980,0.2950,0.8750,4.3914
138439.0625,4710,LPI,1/8/2014,WOLFCAMP A,7377.0000,1090.0000,32.0000,41.0460,349.3930,500.0000,243.3850,4838.4430,,14909.1260,0.0520,3179.8619,0.5020,0.0170,2.5544,0.2010,0.2820,0.8700,3.1655
97496.5313,4711,LPI,4/12/2017,WOLFCAMP B,8264.0000,1801.0000,57.0000,,,,,4978.1836,428.5890,8373.7790,0.0510,2841.8668,0.7570,0.0160,2.4415,0.1710,0.2970,0.8740,4.4290
21697.7148,4712,LPI,9/20/2014,WOLFCAMP C,7147.0000,1126.0000,34.0000,2000.0000,2000.0000,500.0000,500.0000,5766.6380,,13607.9700,0.0590,3716.6163,0.7540,,2.1761,0.2130,0.2370,0.8650,3.2690
61000.2070,4713,LPI,10/13/2013,WOLFCAMP A,7002.0000,1108.0000,32.0000,1275.2750,657.6220,321.5830,287.4660,4890.2810,,14685.3430,0.0520,2912.3506,0.5220,0.0120,2.7134,0.2060,0.2560,0.8950,3.0641
55386.0469,4714,LPI,10/13/2013,WOLFCAMP B,6053.0000,1102.0000,32.0000,40.1860,466.8360,258.9820,355.7000,5245.9810,409.4110,11482.3180,0.0650,2650.5323,0.7760,0.0130,2.7211,0.2030,0.2150,0.8950,2.8224
154205.0625,4715,LPI,10/11/2013,WOLFCAMP C,7402.0000,1009.0000,31.0000,2000.0000,2000.0000,500.0000,500.0000,5860.2010,,10726.2720,0.0710,4001.6839,0.8250,,2.2668,0.2140,0.2140,0.8950,3.2281
47360.2930,4716,LPI,12/25/2015,WOLFCAMP B,10030.0000,1374.0000,40.0000,892.6450,604.2660,233.7110,162.2640,5083.7160,392.0800,16805.3380,0.0620,3235.0857,0.6150,0.0160,3.0166,0.1780,0.2580,0.8920,4.4287
128762.3906,4717,LPI,12/26/2015,WOLFCAMP B,10214.0000,1804.0000,55.0000,312.2040,312.2040,305.1570,305.1570,5388.8730,392.0800,8659.6590,0.0690,3059.5534,0.8190,0.0160,2.2405,0.2410,0.1700,0.8910,5.2563
67062.1875,4718,LPI,12/24/2015,WOLFCAMP B,9965.0000,1849.0000,58.0000,312.3170,312.3170,293.1770,293.1770,5080.0280,388.9250,8705.0720,0.0690,3061.0865,0.8180,0.0160,2.2427,0.2410,0.1700,0.8910,5.2099
150007.2813,4719,LPI,12/29/2015,WOLFCAMP B,10262.0000,1104.0000,34.0000,323.8910,323.8910,293.1770,293.1770,5373.2050,388.9250,8666.5520,0.0690,3060.1597,0.8190,0.0160,2.2410,0.2410,0.1700,0.8900,4.1606
74679.0781,4720,LPI,1/2/2016,WOLFCAMP B,9940.0000,1135.0000,35.0000,390.1350,390.1350,172.1510,172.1510,5054.4340,410.1250,8776.8050,0.0690,3046.5970,0.8170,0.0160,2.2364,0.2420,0.1700,0.8890,4.0604
162133.3594,4721,LPI,12/27/2015,WOLFCAMP B,9932.0000,1149.0000,35.0000,,,,,5340.8555,410.1250,8802.5780,0.0690,3048.2881,0.8170,0.0150,2.2370,0.2420,0.1700,0.8880,4.1170
69176.1094,4722,LPI,12/24/2015,WOLFCAMP B,9904.0000,1142.0000,36.0000,222.8600,222.8600,183.2250,183.2250,5043.3600,388.9250,15468.7080,0.0600,3015.4749,0.6260,0.0150,2.8676,0.1760,0.2700,0.8870,4.0708
44914.6367,4723,LPI,12/13/2015,WOLFCAMP B,10193.0000,1085.0000,35.0000,306.6890,306.6890,281.4000,281.4000,5324.7590,388.9250,14603.8160,0.0710,3191.5392,0.7280,0.0150,3.0997,0.2080,0.2670,0.8860,4.1189
60645.9102,4724,LPI,12/13/2015,WOLFCAMP B,10098.0000,,24.0000,267.3880,267.3880,293.0700,293.0700,5015.4480,397.3400,16813.6850,0.0650,3198.1301,0.5860,0.0150,3.0328,0.1810,0.2520,0.8850,3.5389
100493.2188,4725,LPI,12/19/2015,WOLFCAMP B,10213.0000,,38.0000,268.8140,268.8140,293.0700,293.0700,5308.5190,397.3400,12633.7650,0.0700,3395.7809,0.7680,0.0150,2.6016,0.2050,0.2620,0.8840,4.3961
56441.6992,4726,LPI,12/21/2015,WOLFCAMP A,9994.0000,,34.0000,346.7140,346.7140,315.4680,315.4680,4993.0510,,16960.3930,0.0630,3094.5801,0.5460,0.0140,3.0548,0.1940,0.2330,0.8830,4.1106
84933.3516,4727,LPI,8/18/2012,WOLFCAMP B,6933.0000,,35.0000,1105.8140,979.6420,217.1290,235.7300,5250.9560,398.7060,12403.4460,0.0620,2882.9082,0.7280,0.0170,2.5392,0.1740,0.2860,0.8990,3.1536
65040.1328,4728,LPI,9/14/2012,WOLFCAMP C,6933.0000,1121.0000,34.0000,2000.0000,2000.0000,500.0000,500.0000,5970.5930,,9219.6015,0.0610,3621.4502,0.8180,,2.3087,0.2180,0.2030,0.8930,3.2321
25527.4375,4729,LPI,4/12/2017,WOLFCAMP B,7777.0000,1967.0000,56.0000,679.0450,980.3730,189.6340,174.4270,5213.7000,408.2120,12552.3550,0.0630,2918.1652,0.7370,0.0190,2.5538,0.1710,0.2940,0.9040,4.3818
21270.0840,4730,LPI,4/18/2017,WOLFCAMP A,7849.0000,1847.0000,56.0000,661.9640,661.9640,166.7370,166.7370,5039.2720,,19411.2270,0.0620,2921.9129,0.4850,0.0180,2.5971,0.2000,0.2930,0.9030,4.2853
30856.2285,4731,LPI,4/12/2017,WOLFCAMP B,7668.0000,1842.0000,58.0000,659.7140,659.7140,7.6900,166.7370,5206.0100,408.2120,11658.4850,0.0620,2733.9332,0.7580,0.0150,2.5008,0.1770,0.2830,0.9010,4.2437
85951.9766,4732,LPI,9/26/2016,WOLFCAMP A,10915.0000,2432.0000,80.0000,1134.1670,1287.4860,76.4790,80.8370,5124.5480,,12702.1980,0.0560,3071.4255,0.6310,0.0140,2.9899,0.1900,0.2430,0.8950,6.6957
117492.9922,4733,LPI,9/25/2016,WOLFCAMP B,10915.0000,2370.0000,74.0000,1133.7790,1133.7790,146.2730,80.8370,5205.3850,386.7000,9738.9590,0.0620,2828.6934,0.7890,0.0150,2.5499,0.1740,0.2790,0.8930,6.5327
73654.1563,4734,LPI,7/14/2012,WOLFCAMP A,7470.0000,,42.0000,2000.0000,2000.0000,500.0000,500.0000,4557.9950,,20162.6900,0.0600,2970.8146,0.5190,0.0250,3.3053,0.1980,0.2920,0.8110,3.4314
71378.7969,4735,LPI,7/9/2015,WOLFCAMP A,8233.0000,1120.0000,33.0000,2000.0000,874.3900,171.7400,500.0000,4849.7980,,20277.8420,0.0770,3060.3874,0.6250,0.0190,3.5939,0.1780,0.2520,0.8230,3.4577
40784.5234,4736,LPI,8/15/2012,WOLFCAMP A,7021.0000,,,2000.0000,632.5490,196.9300,500.0000,4669.9730,,19050.5000,0.0560,2520.6931,0.5070,0.0160,2.6191,0.2020,0.2760,0.8430,3.0390
45788.3906,4737,LPI,3/8/2018,WOLFCAMP B,11906.0000,1830.0000,35.0000,539.3480,321.4750,339.4940,284.6220,4884.7060,433.0000,17115.9270,0.0680,3281.8918,0.6490,0.0160,2.7616,0.1650,0.3110,0.8440,5.5807
154720.9531,4738,LPI,3/7/2018,WOLFCAMP C,12092.0000,1799.0000,34.0000,103.2500,103.2500,177.4540,177.4540,5279.0710,,19423.0760,0.0800,3484.8870,0.7180,,2.6884,0.2290,0.2110,0.8440,5.6438
38288.3203,4739,LPI,2/26/2018,WOLFCAMP B,8650.0000,1843.0000,35.0000,475.5720,475.5720,177.4540,177.4540,5101.6170,439.2310,6601.5570,0.0520,3396.4994,0.8350,0.0160,2.5439,0.1860,0.3030,0.8410,4.3496
108994.1484,4740,LPI,2/26/2018,WOLFCAMP B,8656.0000,1827.0000,33.0000,800.9770,732.0960,234.9600,255.7360,4819.0810,432.3130,18727.0490,0.0700,2861.5999,0.6110,0.0130,3.3735,0.1900,0.2370,0.8350,4.2733
46044.5391,4741,LPI,12/18/2012,WOLFCAMP A,7463.0000,,32.0000,2000.0000,660.5210,232.2470,500.0000,4569.5240,,22285.8600,0.0600,2890.8703,0.4810,0.0150,3.0532,0.2080,0.2690,0.8310,3.1267
144051.6875,4742,LPI,1/7/2019,WOLFCAMP B,10363.0000,1408.0000,46.0000,837.3060,659.6890,242.3250,225.0140,5044.0950,448.2090,12666.9220,0.0740,2681.1005,0.7450,0.0150,2.9885,0.2070,0.2310,0.8320,4.6844
65041.5078,4743,LPI,1/8/2019,WOLFCAMP B,10400.0000,1416.0000,46.0000,325.7510,296.7580,241.4610,214.9370,4784.4600,448.2090,23543.5870,0.0730,3143.1496,0.5590,0.0140,3.6359,0.2260,0.1660,0.8300,4.6817
140747.2500,4744,LPI,1/28/2019,WOLFCAMP B,10397.0000,1394.0000,54.0000,267.8140,267.8140,267.9840,267.9840,5052.4440,448.2090,11226.5090,0.0720,2964.9459,0.7720,0.0140,2.8103,0.1980,0.2510,0.8290,4.8016
113220.0938,4745,LPI,8/31/2012,WOLFCAMP A,6648.0000,,48.0000,2000.0000,1032.1250,158.9540,500.0000,4745.2850,,17879.3160,0.0570,2609.2379,0.5360,0.0090,2.7239,0.2030,0.2780,0.8710,3.4148
55608.7500,4746,LPI,1/17/2015,WOLFCAMP C,4653.0000,1734.0000,51.0000,2000.0000,2000.0000,500.0000,500.0000,5778.2540,,23667.7970,0.0700,3809.3377,0.6340,,2.4442,0.2210,0.2070,0.8710,2.9229
33907.8086,4747,LPI,3/26/2013,WOLFCAMP A,7470.0000,1128.0000,34.0000,2000.0000,2000.0000,500.0000,500.0000,4694.6300,,18273.0870,0.0580,3070.5556,0.5430,0.0080,2.7731,0.2070,0.2810,0.8610,3.2178
102945.4141,4748,LPI,8/24/2017,WOLFCAMP A,8625.0000,,91.0000,1355.5660,1355.5660,500.0000,161.2790,4847.5880,,17930.3170,0.0630,3058.3690,0.5990,0.0090,2.6625,0.2040,0.3000,0.8980,6.1351
106432.1250,4749,LPI,5/29/2015,WOLFCAMP A,8646.0000,1104.0000,33.0000,2000.0000,766.0550,52.4630,500.0000,4894.5550,,24585.6730,0.0590,3193.5323,0.4180,0.0200,2.7630,0.2090,0.2720,0.9160,3.5775
166331.1563,4750,LPI,6/25/2018,WOLFCAMP B,8905.0000,1771.0000,59.0000,767.1790,662.6700,211.5770,185.3450,5079.8990,502.8470,24689.3430,0.0800,3182.4129,0.5890,0.0200,3.2474,0.2210,0.1890,0.9140,4.6944
70536.2891,4751,LPI,6/29/2018,WOLFCAMP A,8710.0000,1811.0000,60.0000,1316.5550,500.0180,241.5950,52.4630,4842.0920,,30119.2460,0.0640,3057.3908,0.3560,0.0160,2.9235,0.2220,0.2340,0.9140,4.6333
173603.0156,4752,LPI,6/25/2018,WOLFCAMP B,8659.0000,1836.0000,56.0000,419.4900,419.4900,163.2380,163.2380,5087.4740,501.7570,18999.1340,0.0730,2942.5924,0.6460,0.0200,3.2556,0.2010,0.2190,0.9130,4.6115
62403.4219,4753,LPI,6/22/2018,WOLFCAMP B,8905.0000,1793.0000,54.0000,324.6970,899.4140,96.3450,155.1820,5079.4190,501.7570,20322.6840,0.0730,3060.2657,0.6260,0.0200,3.1992,0.2000,0.2220,0.9120,4.6547
72589.0156,4754,LPI,11/6/2012,WOLFCAMP B,7748.0000,1095.0000,36.0000,2000.0000,2000.0000,500.0000,500.0000,5027.4720,496.1250,9976.4720,0.0600,2829.4335,0.7790,0.0210,2.5738,0.1750,0.3020,0.8890,3.3466
85971.5391,4755,LPI,4/18/2013,WOLFCAMP A,7743.0000,1127.0000,33.0000,,,,,4709.5435,,12971.2800,0.0790,1948.2120,0.7640,0.0170,2.5220,0.2400,0.1290,0.8920,3.3084
227583.7344,4756,LPI,1/2/2018,WOLFCAMP B,8317.0000,1768.0000,55.0000,1338.9810,835.1080,145.1970,56.0190,4819.5870,487.3740,11791.2670,0.0550,3136.2550,0.7080,0.0200,2.4447,0.1650,0.3250,0.8060,4.3611
100564.0547,4757,LPI,7/25/2018,WOLFCAMP B,15559.0000,1816.0000,54.0000,747.3620,520.2280,260.5850,144.2670,4711.3570,463.1510,19908.5220,0.0660,2807.0674,0.5900,0.0140,3.3709,0.1830,0.2550,0.7990,7.3985
43565.0234,4758,LPI,7/22/2018,WOLFCAMP A,15748.0000,1816.0000,54.0000,1191.1400,442.8250,244.5840,108.6810,4458.4090,,23286.8510,0.0530,2918.8204,0.4150,0.0130,2.9168,0.2040,0.2850,0.7970,7.4526
73183.9375,4759,LPI,8/12/2018,WOLFCAMP B,14896.0000,1807.0000,55.0000,429.3780,429.3780,151.4980,151.4980,4694.6270,475.8830,21867.0620,0.0660,2860.4439,0.5530,0.0140,3.4343,0.1930,0.2320,0.7940,7.1406
62657.3984,4760,LPI,7/22/2018,WOLFCAMP A,14756.0000,1818.0000,57.0000,429.6410,376.6520,156.0100,151.4980,4543.1290,,24681.0590,0.0570,3022.9420,0.4310,0.0230,2.7247,0.1980,0.3100,0.7930,7.1226
119314.2578,4761,LPI,5/25/2017,WOLFCAMP B,8632.0000,1822.0000,56.0000,1278.6940,826.2940,259.9460,154.7350,4785.4620,489.6140,16303.8290,0.0590,3123.7285,0.6360,0.0250,2.5063,0.1670,0.3150,0.7970,4.5518
58295.9531,4762,LPI,8/13/2018,WOLFCAMP B,14581.0000,1800.0000,54.0000,325.2690,422.9370,190.0100,160.5220,4703.6510,475.8830,25892.1010,0.0750,3091.2490,0.5460,0.0240,3.0842,0.1660,0.3000,0.7910,6.9772
68414.1563,4763,LPI,5/21/2017,WOLFCAMP A,8475.0000,1818.0000,56.0000,907.7220,631.1890,270.4510,290.4600,4535.0220,,19703.6530,0.0490,2832.0394,0.4130,0.0210,2.4803,0.2000,0.2800,0.7950,4.4506
103515.8984,4764,LPI,10/31/2015,WOLFCAMP B,8937.0000,1376.0000,39.0000,2000.0000,907.7200,40.0200,500.0000,4825.4820,491.9190,9934.8880,0.0500,2862.0345,0.7320,0.0210,2.4173,0.1860,0.2790,0.7910,4.0076
179377.0625,4765,LPI,8/13/2018,WOLFCAMP B,13831.0000,1869.0000,56.0000,392.2550,735.4880,500.0000,243.6300,4702.0890,487.5030,26329.6880,0.0790,3399.6718,0.5730,0.0240,3.0130,0.1690,0.2950,0.7880,6.8045
62888.7930,4766,LPI,1/12/2018,WOLFCAMP A,10522.0000,1742.0000,56.0000,295.4380,295.4380,234.3750,234.3750,4585.2120,,20683.6330,0.0520,2967.6851,0.4160,0.0170,2.6261,0.2010,0.2780,0.8080,5.2186
138189.9844,4767,SM,10/19/2017,SPRABERRY LOWER SHALE,10352.0000,1986.0000,64.0000,2000.0000,1382.7930,259.5760,500.0000,4163.8490,,9780.6210,0.0520,2145.9477,0.6310,0.0160,2.2892,0.2020,0.1790,0.8190,5.8229
182465.0156,4768,SM,10/18/2017,WOLFCAMP B,10336.0000,1988.0000,66.0000,2000.0000,1382.9000,204.3240,500.0000,4627.7490,147.8210,5304.5450,0.0450,2817.3196,0.6220,0.0150,2.2415,0.1700,0.3190,0.8190,5.9215
66593.0000,4769,COP,4/16/2015,WOLFCAMP A,5014.0000,1668.0000,40.0000,2000.0000,2000.0000,500.0000,500.0000,6129.5360,,23736.4730,0.0400,2915.9880,0.3760,0.0100,1.9862,0.1510,0.4230,0.9130,3.2383
67055.9830,4770,FANG,6/15/2017,SPRABERRY MIDDLE,6523.0000,2013.0000,58.0000,2000.0000,2000.0000,500.0000,500.0000,5375.8790,,17645.6710,0.0510,1843.4202,0.1560,,2.6330,0.2140,0.1920,0.8150,4.4019
172237.3830,4771,FANG,12/31/2017,SPRABERRY LOWER SHALE,6038.0000,2010.0000,61.0000,2000.0000,2000.0000,500.0000,500.0000,6175.6470,,29784.8190,0.0570,2995.6426,0.4050,0.0070,2.5842,0.2150,0.1630,0.7960,4.3064
110888.7410,4772,FANG,9/20/2016,SPRABERRY LOWER SHALE,7064.0000,2054.0000,57.0000,2000.0000,2000.0000,500.0000,500.0000,6115.7500,,27031.3510,0.0490,2928.4449,0.3730,0.0120,2.5510,0.2140,0.1710,0.8150,4.8330
120949.3610,4773,FANG,2/2/2018,SPRABERRY LOWER SHALE,6358.0000,2015.0000,59.0000,1458.7140,957.9570,24.7370,229.2200,6157.5770,,29953.8160,0.0550,3178.6059,0.3730,0.0100,2.6416,0.2160,0.1560,0.7910,4.4544
110936.0080,4774,FANG,3/8/2018,SPRABERRY LOWER SHALE,6530.0000,2005.0000,60.0000,2000.0000,2000.0000,500.0000,500.0000,6101.7290,,23772.8070,0.0490,3098.0366,0.4340,0.0120,2.5199,0.2130,0.1680,0.8110,4.5310
71672.4140,4775,FANG,7/12/2017,WOLFCAMP A,6530.0000,2027.0000,62.0000,95.7840,95.7840,167.2570,167.2570,6592.7490,,12794.8680,0.0490,3450.3991,0.5060,0.0170,2.4866,0.1940,0.2360,0.8150,4.6638
118383.2480,4776,FANG,12/22/2017,WOLFCAMP B,6202.0000,2003.0000,68.0000,2000.0000,2000.0000,500.0000,500.0000,6789.1200,230.7300,9751.8230,0.0520,4519.2900,0.5630,0.0070,3.2476,0.1860,0.1780,0.7960,4.5634
